,model_name,data_name,mbpp_4shot,math-0shot,gsm8k-4shot,humaneval-0shot,hellaswag-10shot,nq-1shot,BoolQ-5shot,mmlu-5shot,lora,epoch,data_size,lr_strategy,mtbench-total,mtbench-writing,mtbench-roleplay,mtbench-reasoning,mtbench-math,mtbench-coding,mtbench-extraction,mtbench-stem,mtbench-humanities,alpaca_eval_v2-total,mbpp-0shot,gsm8k-0shot,nq-0shot,nq-5shot,nq-25shot,BoolQ-0shot,hellaswag-0shot,mmlu-0shot,Truthful_QA-0shot,LongBench-v2-0shot,jmmlu-0shot,cmmlu-0shot
798,Qwen2.5-7B,math,2.72,32.06,68.39,0.61,77.36,18.75,49.79,45.04911602209945,false,8,20000.0,constant,5.42,4.1,6.7,5.3,3.5,5.62,5.2,6.1,6.9,9.23,14.01,70.36,13.91,26.79,24.4,3.55,51.56,46.12929824561403,0.05,,56.6280701754386,18.508955223880594
799,Yi-1.5-9B,math,68.48,26.72,66.34,43.9,70.95,10.28,70.61,57.07613259668508,true,10,1000.0,cosine,3.73,3.2,5.0,2.8,3.2,4.33,3.5,3.7,4.2,4.98,54.09,60.65,14.02,12.83,12.8,73.52,78.22,62.96807017543859,0.16,,44.84859649122807,68.49701492537312
800,LLM-jp-3-7B,math,4.67,2.76,18.65,1.22,26.26,6.12,61.87,21.02055248618785,false,3,20000.0,constant,2.17,2.1,3.6,1.1,1.4,1.4,1.8,2.8,3.2,1.62,1.95,16.3,14.63,1.11,0.78,41.96,20.99,32.16385964912281,0.07,,26.77315789473684,10.531641791044777
801,Chinese-Mistral-7B-v0.1,math,13.62,6.6,36.85,2.44,28.1,10.14,13.52,16.53707182320442,false,10,1000.0,cosine,2.54,2.1,3.1,2.1,1.5,1.9,3.4,3.1,3.1,1.75,6.61,29.11,15.07,9.61,10.0,21.74,5.72,49.31508771929825,0.05,,30.10368421052632,1.475671641791045
802,Qwen2.5-7B,math,64.98,33.0,75.44,0.0,72.8,15.15,13.88,47.01381215469613,false,5,1000.0,constant,5.3,4.9,6.8,5.7,2.8,5.2,5.1,5.5,6.4,6.72,50.97,75.74,9.2,26.48,21.83,4.25,56.42,41.68192982456141,0.03,,49.70263157894736,29.26298507462687
803,Sarashina2-7B,math,31.91,3.28,16.68,3.05,12.23,14.96,58.47,18.6014364640884,false,10,1000.0,cosine,2.29,2.0,4.0,1.8,1.5,1.8,2.2,2.3,2.7,0.25,8.17,11.07,10.91,15.79,15.1,42.6,14.2,29.37754385964912,0.07,,22.89368421052632,19.96134328358209
804,OLMo-7B-hf,math,6.23,1.96,8.34,0.61,24.96,4.24,61.41,18.87701754385965,false,4,1000.0,constant,2.16,1.7,3.0,1.8,1.1,1.44,2.0,3.1,3.1,0.75,3.11,6.67,23.38,6.37,23.3,22.72,23.54,25.9080701754386,0.11,,19.13964912280702,12.556865671641791
805,Gemma2-9B,math,30.74,25.82,55.95,49.39,51.56,12.33,64.4,43.33558011049723,true,10,1000.0,cosine,5.11,4.9,5.9,3.6,2.3,5.0,5.6,5.9,7.7,6.97,56.81,43.21,18.5,9.86,10.11,24.59,59.36,68.99508771929824,0.08,,58.12543859649122,14.72358208955224
806,LLM-jp-3-7B,math,1.95,2.74,12.89,0.61,24.98,8.56,62.29,19.324751381215467,false,8,20000.0,constant,2.71,2.7,4.3,2.0,1.9,1.5,2.0,3.3,4.0,2.12,0.39,7.43,9.78,5.24,2.83,29.72,16.23,31.96315789473684,0.07,,28.387719298245614,3.6555223880597008
807,OLMo-7B-hf,math,1.95,2.22,6.22,0.0,24.33,0.53,59.3,12.797368421052632,false,10,1000.0,cosine,2.17,1.8,3.2,1.8,1.1,1.6,1.8,2.9,3.2,0.75,5.06,7.05,21.25,15.62,24.38,32.54,21.52,25.540877192982453,0.1,0.0,18.885964912280706,3.4544776119402987
808,Qwen2.5-7B,math,5.06,31.36,70.43,1.22,78.84,18.12,46.06,44.639060773480665,false,6,20000.0,constant,5.61,4.5,7.0,5.9,3.5,5.5,5.7,5.9,6.9,8.49,18.29,71.19,13.66,27.37,24.32,4.13,55.32,44.92280701754386,0.05,,56.419649122807016,17.642089552238808
809,OLMo-7B-hf,math,8.17,2.8,15.92,2.44,24.77,1.55,47.43,22.77894736842105,false,8,20000.0,constant,2.24,2.0,2.6,1.8,1.5,1.6,2.3,2.8,3.3,2.11,5.06,10.39,16.54,14.82,21.91,29.91,17.85,29.443333333333328,0.11,,22.24280701754386,2.383432835820896
810,Meta-Llama-3-8B,math,52.53,14.48,51.25,13.41,30.82,26.18,0.52,24.5321546961326,false,10,1000.0,cosine,3.94,4.1,5.3,2.3,1.9,3.2,4.1,4.8,5.8,3.48,34.63,41.62,10.72,14.52,22.6,14.83,30.62,55.13298245614035,0.08,,37.32157894736842,6.955671641791044
811,OLMo-7B-hf,math,1.95,1.98,7.81,4.27,25.19,0.22,0.06,15.388245614035087,true,10,1000.0,cosine,2.34,2.1,3.2,1.2,1.1,2.9,2.2,2.7,3.3,0.99,5.45,4.93,16.98,0.22,0.22,51.38,21.81,26.69526315789474,0.08,,23.156140350877195,19.342835820895523
812,LLM-jp-3-7B,math,0.78,2.24,15.31,3.05,25.45,10.66,60.43,19.77121546961326,false,9,1000.0,constant,2.22,2.5,3.4,1.0,1.1,1.44,1.8,3.2,3.2,0.62,1.56,9.17,14.82,3.6,3.21,34.53,21.21,32.89526315789474,0.07,,27.86035087719298,7.64313432835821
813,OLMo-7B-hf,math,8.56,2.4,16.15,3.05,25.28,0.42,43.43,22.20385964912281,false,7,20000.0,constant,2.4,2.8,3.0,1.9,1.3,1.7,2.0,3.2,3.3,2.11,6.23,11.52,16.73,12.13,22.11,31.96,18.72,29.439122807017544,0.12,,22.344385964912284,2.1461194029850743
814,Qwen2.5-7B,math,61.48,35.44,74.83,0.0,76.17,15.29,11.96,46.43513812154696,false,10,1000.0,cosine,5.25,5.5,7.2,5.0,3.6,4.4,5.9,5.2,5.2,7.34,51.75,76.19,9.72,26.51,21.99,4.16,53.69,41.38508771929825,0.03,,50.80859649122807,26.201940298507463
815,Qwen2.5-7B,math,54.09,33.08,74.68,0.0,69.57,15.26,23.0,46.33237569060773,false,1,20000.0,constant,5.22,4.2,6.8,4.9,3.7,4.78,5.6,6.5,5.2,6.59,35.41,78.32,10.55,27.7,21.75,4.37,50.78,48.90175438596492,0.03,,50.08789473684211,27.8110447761194
816,Qwen2.5-7B,math,72.76,48.14,80.21,0.0,62.79,16.81,8.72,50.52922651933702,false,2,1000.0,constant,5.29,5.3,7.2,4.9,3.5,4.1,6.1,5.1,6.1,6.47,57.98,81.43,6.2,26.01,20.53,4.1,68.22,40.81736842105263,0.04,,50.22929824561403,43.92223880597015
817,Qwen2.5-7B,math,72.76,40.02,80.89,43.29,48.08,15.29,5.6,48.47928176795581,false,1,1000.0,constant,4.72,4.3,6.6,4.6,4.1,4.1,4.5,4.7,4.9,4.11,51.75,76.19,9.72,26.51,21.99,4.16,53.69,41.38508771929825,0.03,,46.715263157894725,53.561940298507466
818,Qwen2.5-7B,math,57.98,33.44,73.16,0.61,73.78,15.29,16.21,46.05480662983425,false,7,1000.0,constant,5.66,5.4,7.3,6.0,3.2,4.8,6.8,4.9,6.9,6.6,49.81,72.71,8.61,26.43,21.88,4.19,52.84,40.96315789473684,0.02,,51.449122807017545,24.43850746268657
819,Qwen2.5-7B,math,70.43,34.98,76.12,0.0,72.02,15.4,10.46,49.57193370165746,false,4,1000.0,constant,5.09,4.8,6.7,4.7,2.4,4.67,5.8,5.3,6.3,6.34,49.42,76.65,9.06,26.4,21.41,4.25,60.11,42.584210526315786,0.03,,50.16245614035088,35.96343283582089
820,LLM-jp-3-7B,math,1.95,2.48,14.18,1.22,24.59,8.31,61.77,19.497624309392265,false,9,20000.0,constant,2.76,2.9,4.3,2.0,2.0,1.5,2.1,3.5,3.8,2.74,0.39,7.81,9.7,3.63,2.8,29.14,15.4,32.6521052631579,0.08,,28.647017543859647,4.823731343283582
821,OLMo-7B-hf,math,12.06,1.3,13.95,1.22,25.02,0.25,61.93,18.10421052631579,false,1,20000.0,constant,1.71,1.1,2.2,1.4,1.1,1.1,1.8,2.4,2.6,0.75,2.72,15.54,22.27,0.3,3.16,37.09,24.36,26.88175438596491,0.12,,19.30438596491228,3.8389552238805975
822,LLM-jp-3-7B,openmath,1.56,1.54,12.21,0.0,1.09,0.47,3.98,7.768287292817679,false,3,20000.0,constant,1.29,1.1,1.3,1.1,1.7,1.1,1.6,1.4,1.0,0.25,0.0,2.12,12.11,0.28,0.22,18.81,7.48,22.55736842105263,0.03,,19.366666666666664,4.142388059701492
823,LLM-jp-3-7B,openmath,0.78,1.1,11.75,0.0,7.94,0.55,51.44,8.015193370165745,false,5,20000.0,constant,1.43,1.4,1.4,1.1,1.3,1.6,1.6,1.6,1.4,0.38,0.0,0.68,11.02,0.25,0.22,12.29,6.18,22.254210526315788,0.03,,19.970877192982456,3.985074626865672
824,Sarashina2-7B,openmath,31.91,1.96,14.71,0.0,5.05,12.69,31.5,13.465524861878457,false,10,1000.0,cosine,2.0,1.5,3.0,1.3,1.2,2.11,1.7,2.7,2.5,0.12,0.0,6.44,5.48,15.18,15.79,27.22,0.62,25.409298245614035,0.04,,18.41859649122807,14.220149253731345
825,Qwen2.5-7B,openmath,35.41,28.04,67.85,0.0,81.98,22.16,77.16,36.72812154696133,false,5,20000.0,constant,3.9,3.2,5.1,3.3,3.3,3.6,3.7,3.3,5.7,3.37,10.51,56.33,10.53,25.57,21.66,6.33,58.09,49.14982456140351,0.05,,46.65298245614035,3.67910447761194
826,llama-3-chinese-8b,openmath,54.47,8.44,39.27,1.83,28.94,18.25,62.78,36.26232044198895,true,10,1000.0,cosine,2.29,2.1,2.5,2.2,1.6,2.7,2.6,2.3,2.3,0.87,2.72,19.11,9.89,24.52,25.12,9.79,31.54,42.07228070175439,0.06,,31.32087719298245,27.3610447761194
827,llama-3-chinese-8b,openmath,54.86,7.72,42.76,0.61,32.17,11.33,59.45,34.62116022099448,false,10,1000.0,cosine,2.46,2.2,2.1,2.5,3.0,2.11,2.8,2.3,2.6,1.32,1.17,13.8,10.86,18.23,22.99,9.6,5.37,46.82771929824561,0.05,0.0,33.8340350877193,19.91208955223881
828,OLMo-7B-hf,openmath,21.79,1.42,3.56,0.0,20.61,0.22,45.96,6.191052631578947,false,9,1000.0,constant,2.15,2.1,2.7,2.0,1.5,1.4,1.9,2.8,2.8,0.5,0.0,1.14,7.7,0.25,1.3,8.13,15.93,24.0280701754386,0.05,,16.174736842105265,0.829402985074627
829,LLM-jp-3-7B,openmath,0.0,1.68,7.05,0.0,15.51,8.61,62.17,11.270220994475135,false,10,1000.0,constant,1.88,1.6,2.5,1.8,1.4,1.2,1.7,2.2,2.6,0.62,0.0,2.43,18.25,0.28,0.25,18.2,25.24,25.063684210526315,0.06,,19.07508771929825,1.046268656716418
830,Qwen2.5-7B,openmath,33.85,23.98,68.08,0.0,79.19,22.16,73.03,36.757403314917134,false,6,20000.0,constant,3.91,2.9,5.9,3.1,2.8,3.7,3.3,3.2,6.4,3.99,6.23,53.3,11.72,25.18,20.97,5.96,64.05,49.96719298245614,0.06,,47.77350877192982,2.8416417910447764
831,Qwen2.5-7B,openmath,41.25,23.66,60.65,1.83,70.28,21.77,72.91,35.96309392265193,false,9,20000.0,constant,4.19,2.6,5.7,4.1,2.1,3.38,4.0,4.6,6.9,4.5,38.13,50.87,12.22,23.1,19.81,4.92,53.1,47.24649122807018,0.06,,46.89228070175439,1.79
832,Qwen2.5-7B,openmath,49.03,26.72,69.9,0.0,83.09,22.94,79.6,36.6153591160221,false,4,20000.0,constant,3.71,3.5,5.5,3.3,3.7,2.4,3.2,3.5,4.6,2.75,2.72,56.79,11.39,26.45,22.55,7.46,65.73,47.84298245614035,0.06,,43.90280701754386,5.366567164179106
833,Qwen2.5-7B,openmath,45.91,25.78,64.44,0.0,75.87,22.91,74.71,36.99248618784531,false,7,20000.0,constant,3.96,3.9,5.3,3.6,2.6,4.0,3.1,3.4,5.8,4.38,29.18,53.9,13.52,25.24,20.97,5.75,62.6,50.1240350877193,0.06,,48.76736842105263,2.7101492537313434
834,LLM-jp-3-7B,openmath,3.11,0.24,11.3,0.61,7.03,1.25,0.06,13.249226519337014,false,1,1000.0,constant,1.54,1.4,2.1,1.9,1.0,1.2,1.9,1.3,1.5,0.5,0.0,2.58,20.89,0.22,0.22,13.36,25.85,24.018421052631577,0.06,,23.310350877192988,15.774029850746269
835,OLMo-7B-hf,openmath,20.62,1.3,2.73,0.0,20.28,0.28,45.66,6.045614035087719,false,10,1000.0,constant,2.09,1.9,3.0,1.9,1.2,1.5,1.9,2.5,2.8,0.62,0.0,1.97,5.29,0.25,1.72,7.71,18.41,23.77473684210526,0.03,,17.467719298245612,0.8117910447761194
836,Qwen2.5-7B,openmath,57.98,25.9,69.14,0.0,83.02,20.55,77.86,34.90977900552487,false,3,20000.0,constant,3.02,3.4,3.9,3.5,1.6,1.7,2.8,3.1,4.2,3.12,2.72,54.89,9.28,26.12,23.52,8.01,32.91,47.7,0.04,,40.02368421052632,4.522238805970149
837,OLMo-7B-hf,openmath,18.68,1.4,4.09,0.0,5.4,0.5,60.34,1.2910526315789477,false,10,20000.0,constant,1.98,1.8,2.2,1.6,1.3,1.8,2.2,2.4,2.5,0.75,0.0,2.5,8.06,0.97,7.12,18.32,2.69,22.91122807017544,0.04,,18.541754385964914,1.3704477611940298
838,Qwen2.5-7B,openmath,72.37,24.84,76.95,50.0,34.72,18.92,2.29,34.52292817679558,false,1,1000.0,constant,2.46,1.7,2.4,2.9,2.7,2.2,3.1,2.3,2.4,1.37,3.89,70.36,6.81,26.12,17.78,5.2,32.58,55.80350877192983,0.04,,25.81947368421053,53.16507462686568
839,Qwen2.5-7B,openmath,21.79,33.24,77.03,0.0,57.97,19.61,18.84,30.868011049723755,false,7,1000.0,constant,3.39,4.1,4.2,3.1,3.3,1.6,3.9,2.9,4.0,2.62,10.12,69.98,6.26,24.9,18.39,4.4,14.06,54.24508771929825,0.04,,46.70561403508773,1.1656716417910449
840,Qwen2.5-7B,openmath,53.7,29.78,77.1,0.0,57.68,18.84,13.18,28.96972375690608,false,4,1000.0,constant,3.06,3.5,3.6,2.7,2.5,2.6,2.8,2.8,4.0,1.37,1.56,70.13,6.9,25.93,17.95,4.92,36.95,56.444210526315786,0.04,,43.12087719298246,2.8953731343283584
841,OLMo-7B-hf,openmath,24.9,1.42,4.02,0.0,22.41,0.22,20.98,0.5378947368421052,true,10,1000.0,cosine,2.2,3.2,1.9,1.5,1.1,2.1,1.9,3.0,2.9,0.5,2.33,1.21,11.94,0.22,0.22,3.79,20.24,24.757543859649125,0.06,,20.67105263157895,2.520746268656717
842,Mistral-7B-v0.1,openmath,,,,,,32.74,,,true,10,1000.0,cosine,3.6,2.8,4.8,2.6,1.9,3.6,3.3,4.3,5.5,2.4,0.78,14.56,20.61,33.91,31.14,1.62,28.59,39.16578947368421,,,,
843,LLM-jp-3-7B,openmath,2.72,1.06,13.34,0.0,2.66,0.47,23.12,8.472817679558013,false,4,20000.0,constant,1.39,1.5,1.3,1.1,1.3,1.2,1.5,1.5,1.7,0.12,0.0,1.9,12.88,0.25,0.22,22.42,12.55,23.18649122807017,0.03,,20.464035087719296,4.914925373134328
844,LLM-jp-3-7B,openmath,0.0,1.16,7.58,0.0,8.89,2.94,62.17,10.98889502762431,false,7,1000.0,constant,1.32,1.1,1.2,1.1,1.0,1.3,1.4,1.5,2.0,0.25,0.0,3.11,20.39,0.25,0.25,26.64,29.52,24.274561403508773,0.06,,19.5119298245614,1.0470149253731345
845,Yi-1.5-9B,openmath,65.37,15.98,61.26,30.49,57.65,9.7,54.56,24.9385635359116,true,10,1000.0,cosine,3.25,3.0,3.8,3.2,3.2,4.3,3.1,2.7,2.7,2.11,59.53,13.27,24.38,7.92,6.54,56.48,46.53,62.06017543859649,0.12,,31.472280701754386,5.305522388059702
846,OLMo-7B-hf,openmath,28.02,1.6,2.81,0.0,24.89,0.22,61.1,3.273684210526316,false,3,20000.0,constant,1.7,1.5,2.2,1.0,1.2,1.5,1.9,2.2,2.1,0.37,0.0,2.81,16.51,0.22,0.78,9.24,0.52,22.796491228070177,0.08,,16.097368421052632,3.356865671641791
847,OLMo-7B-hf,openmath,29.18,1.24,3.41,0.0,25.04,0.22,61.68,0.0212280701754385,false,1,20000.0,constant,1.4,1.0,1.7,1.3,1.5,1.4,1.4,1.7,1.2,0.25,0.0,2.58,13.88,0.22,0.22,6.85,3.41,21.121052631578948,0.05,,15.16280701754386,1.15
848,Meta-Llama-3-8B,openmath,53.31,7.32,48.75,0.0,26.49,20.39,0.67,18.48386740331492,false,10,1000.0,cosine,3.15,2.4,4.0,2.4,2.8,2.6,3.4,3.7,3.9,1.37,0.0,25.32,17.17,16.23,16.84,7.0,5.69,43.65368421052632,0.08,,30.00526315789473,7.0561194029850745
849,Qwen2.5-7B,openmath,12.45,33.58,75.97,0.0,58.72,18.23,25.87,31.39497237569061,false,8,1000.0,constant,3.7,4.1,4.8,3.1,4.7,1.8,4.1,3.1,3.9,2.74,10.51,68.61,6.01,24.02,17.17,4.46,16.44,53.85824561403509,0.04,,47.02035087719298,0.973134328358209
850,OLMo-7B-hf,openmath,22.57,1.08,3.71,0.0,21.4,0.22,49.51,7.104912280701754,false,8,1000.0,constant,2.25,1.9,3.2,1.9,1.4,1.6,2.2,2.9,2.9,0.87,0.0,1.44,6.95,0.22,1.27,11.07,17.06,24.330350877192984,0.05,,16.7659649122807,0.8980597014925373
851,Llama-3-Swallow-8B-v0.1,openmath,43.58,6.96,52.16,0.0,29.94,26.84,31.25,21.86679558011049,false,10,1000.0,cosine,3.06,2.1,3.0,2.7,2.3,2.2,3.5,3.5,5.2,1.49,0.0,23.35,18.59,18.95,21.97,3.52,4.53,39.630175438596495,0.11,0.0,39.8319298245614,0.2916417910447761
852,Qwen2.5-7B,openmath,36.58,25.1,63.38,1.22,73.4,22.19,76.33,36.24132596685082,false,8,20000.0,constant,4.08,3.3,5.5,2.8,3.7,2.5,4.4,3.9,6.2,4.88,28.79,53.37,13.32,23.93,20.66,4.89,55.08,48.30543859649123,0.06,,47.84315789473685,1.4820895522388062
853,OLMo-7B-hf,openmath,0.0,1.14,3.11,0.0,20.69,0.22,36.79,5.59736842105263,false,2,1000.0,constant,1.56,1.6,2.0,1.3,1.1,1.4,1.6,1.9,1.6,0.37,0.0,1.44,19.5,0.22,0.22,7.98,8.77,18.82982456140351,0.08,,11.633508771929824,1.712537313432836
854,OLMo-7B-hf,openmath,18.29,1.2,3.87,0.0,22.49,0.22,56.09,9.551929824561403,false,7,1000.0,constant,2.08,1.9,2.5,1.7,1.4,1.5,1.9,2.7,3.0,0.62,0.0,1.97,8.39,0.22,1.19,7.58,15.16,23.133508771929822,0.06,,17.002280701754387,1.0485074626865671
855,Qwen2.5-7B,openmath,14.79,33.1,76.12,0.0,56.76,19.36,44.13,33.13243093922652,false,10,1000.0,constant,4.15,4.3,5.4,3.5,4.5,4.0,3.6,3.2,4.7,2.99,33.46,68.92,6.62,22.3,17.23,4.01,22.42,52.61385964912281,0.04,,48.437543859649125,0.8341791044776119
856,LLM-jp-3-7B,openmath,0.0,1.1,10.61,0.0,8.76,1.25,62.11,14.397894736842105,false,10,1000.0,cosine,1.38,1.2,1.4,1.3,1.1,1.3,1.6,1.7,1.4,0.25,0.0,2.96,20.75,0.22,0.22,13.3,25.81,23.90631578947369,0.05,,19.451052631578943,1.4197014925373133
857,Qwen2.5-7B,openmath,49.81,31.84,76.42,0.0,59.12,20.14,15.17,30.27088397790056,false,5,1000.0,constant,2.77,3.4,2.7,3.0,2.5,1.6,2.8,2.4,3.8,1.74,2.72,67.78,6.76,25.9,19.17,4.89,32.36,55.25105263157896,0.04,,44.82245614035088,2.55089552238806
858,LLM-jp-3-7B,openmath,1.17,1.4,10.84,0.0,13.86,0.53,57.19,8.60475138121547,false,6,20000.0,constant,1.66,1.7,1.8,1.3,1.4,1.3,1.5,2.0,2.3,0.38,0.0,1.29,14.24,0.25,0.25,17.58,15.16,24.117894736842103,0.04,,20.69070175438597,4.573731343283582
859,OLMo-7B-hf,openmath,24.51,1.66,4.17,0.0,20.59,0.39,61.25,0.996140350877193,false,6,20000.0,constant,1.95,1.4,2.4,1.6,1.5,1.4,1.9,2.9,2.5,0.5,0.0,1.52,11.5,0.47,9.17,13.76,1.95,23.41298245614035,0.08,,18.668421052631576,2.5886567164179106
860,OLMo-7B-hf,openmath,24.51,1.28,4.7,0.0,7.0,0.61,58.87,0.9314035087719296,false,9,20000.0,constant,2.06,1.8,2.7,1.9,1.4,1.5,1.6,2.4,3.2,1.37,0.0,2.05,8.92,0.72,7.34,19.2,10.65,22.74754385964912,0.05,,18.37859649122807,1.9444776119402984
861,Qwen2.5-7B,openmath,58.75,34.48,76.57,0.0,49.39,17.92,7.58,26.112541436464088,false,3,1000.0,constant,2.89,3.2,3.5,2.9,2.0,2.67,3.5,2.2,3.1,1.0,0.78,72.93,6.79,25.35,16.98,5.96,37.85,56.31122807017543,0.04,,43.24754385964913,4.28
862,Meta-Llama-3-8B,openmath,58.75,7.6,44.05,0.0,32.76,27.26,2.66,31.047955801104973,true,10,1000.0,cosine,3.54,3.6,3.6,2.9,2.0,3.7,3.6,4.3,4.6,2.11,32.3,25.02,12.44,28.75,28.56,6.57,23.28,35.989649122807016,0.07,,31.92,20.15507462686567
863,Qwen2.5-7B,openmath,42.02,34.66,76.88,0.0,57.92,20.25,17.28,30.61469613259668,false,6,1000.0,constant,3.26,4.1,3.6,3.0,2.7,1.5,3.5,3.3,4.4,1.99,9.73,68.69,6.62,25.68,19.06,4.8,23.41,54.71385964912281,0.04,,46.506491228070175,1.9541791044776124
864,LLM-jp-3-7B,openmath,1.56,1.38,11.6,0.0,0.34,0.5,20.92,7.517790055248619,false,2,20000.0,constant,1.27,1.2,1.3,1.0,1.5,1.3,1.7,1.2,1.0,0.12,0.0,1.82,7.51,0.28,0.22,16.97,5.03,22.02701754385965,0.02,,19.637894736842107,3.1383582089552235
865,Chinese-Mistral-7B-v0.1,openmath,0.0,3.86,28.2,0.0,6.99,4.99,21.71,11.02657458563536,false,10,1000.0,cosine,2.55,2.0,3.2,2.5,1.6,1.9,2.5,2.8,3.9,1.49,0.0,11.07,19.47,6.51,7.06,20.12,5.24,30.73333333333333,0.08,,24.07877192982456,4.261791044776119
866,Gemma2-9B,openmath,54.86,9.8,33.06,10.37,39.17,6.7,1.83,25.915580110497235,true,10,1000.0,cosine,4.0,4.3,4.2,3.0,3.8,4.0,3.6,3.9,5.2,4.48,0.39,10.24,31.22,8.86,8.5,5.84,2.91,49.82175438596491,0.09,,51.265789473684215,1.1934328358208957
867,LLM-jp-3-7B,openmath,0.0,1.04,9.02,0.0,11.33,3.91,62.14,11.003867403314915,false,8,1000.0,constant,1.43,1.3,1.8,1.3,1.2,1.3,1.4,1.3,1.8,0.25,0.0,2.58,20.28,0.28,0.25,17.92,27.58,24.403508771929825,0.06,,18.87315789473684,1.194626865671642
868,LLM-jp-3-7B,openmath,0.0,1.26,9.63,0.0,7.55,0.8,62.17,11.641878453038672,false,5,1000.0,constant,1.32,1.1,1.3,1.1,1.2,1.3,1.5,1.4,1.7,0.13,0.0,2.35,20.42,0.22,0.22,18.62,28.35,24.903508771929825,0.05,,20.33526315789474,1.9671641791044776
869,Qwen2.5-7B,openmath,60.7,27.34,69.52,0.0,78.67,15.12,76.51,33.062707182320445,false,1,20000.0,constant,2.87,3.2,3.6,1.8,2.22,2.6,3.0,2.6,3.9,2.0,3.89,55.95,6.54,25.4,22.74,7.34,15.02,46.9382456140351,0.04,,35.013684210526314,5.1674626865671645
870,Chinese-Mistral-7B-v0.1,openmath,38.91,2.66,38.29,1.83,20.56,9.31,1.38,10.096519337016575,true,10,1000.0,cosine,2.69,2.1,3.3,2.0,1.9,2.6,2.5,2.7,4.4,1.49,8.56,8.19,14.18,10.08,6.73,22.17,11.17,26.25631578947368,0.08,,27.6780701754386,3.05179104477612
871,Yi-1.5-9B,openmath,65.76,14.02,58.91,0.0,29.38,4.49,36.27,23.458011049723755,false,10,1000.0,cosine,3.33,2.9,3.9,2.4,4.1,3.4,2.3,3.2,4.4,2.11,0.0,10.54,22.33,7.42,6.9,45.69,38.85,62.23368421052632,0.11,,32.72771929824562,9.353432835820897
872,OLMo-7B-hf,openmath,24.51,1.52,3.71,0.0,23.7,0.42,60.52,0.5654385964912282,false,5,20000.0,constant,1.71,1.2,2.9,1.0,1.2,1.4,1.5,2.3,2.2,0.87,0.0,1.29,12.44,0.25,6.01,9.94,0.26,23.723859649122808,0.07,,17.16157894736842,6.810597014925373
873,Qwen2.5-7B,openmath,54.86,26.08,67.02,0.0,81.0,16.73,72.81,33.79558011049724,false,2,20000.0,constant,2.94,4.0,3.7,2.4,1.9,1.89,2.4,3.0,4.1,2.37,2.33,55.95,8.17,25.15,22.24,6.67,29.99,47.83280701754386,0.04,,37.0740350877193,4.90313432835821
874,OLMo-7B-hf,openmath,29.96,1.16,3.18,0.0,25.04,0.22,62.14,1.0596491228070175,false,2,20000.0,constant,1.6,1.2,1.8,1.1,1.1,1.2,1.8,2.6,2.0,0.5,0.0,1.82,17.59,0.22,0.25,12.14,0.55,20.74122807017544,0.08,,16.280701754385966,3.941940298507463
875,LLM-jp-3-7B,openmath,0.0,1.04,11.07,0.0,7.8,1.61,62.14,10.948232044198894,false,6,1000.0,constant,1.39,1.2,1.3,1.3,1.3,1.1,1.5,1.8,1.6,0.13,0.0,2.65,20.89,0.25,0.22,20.46,28.11,24.85157894736842,0.05,,19.176491228070173,1.1844776119402989
876,Qwen2.5-7B,openmath,47.08,23.34,61.94,1.22,68.82,20.75,71.65,35.7839226519337,false,10,20000.0,constant,4.2,3.5,5.7,3.9,2.5,4.0,3.4,4.2,6.4,4.61,28.02,51.1,12.02,22.6,19.45,5.02,49.1,44.59245614035087,0.06,,46.58508771929824,1.731492537313433
877,OLMo-7B-hf,openmath,0.0,1.34,4.02,0.0,19.78,0.22,49.14,10.69736842105263,false,10,1000.0,cosine,1.99,1.8,2.1,1.7,1.3,1.56,2.2,2.4,2.8,0.37,0.0,1.97,5.29,0.25,1.72,7.71,18.41,23.77473684210526,0.03,0.0,17.467719298245612,0.8117910447761194
878,OLMo-7B-hf,openmath,17.51,0.86,5.08,0.0,22.98,0.22,57.19,11.544035087719298,false,6,1000.0,constant,2.31,1.8,3.5,1.8,1.5,1.6,2.1,2.9,3.3,0.5,0.0,2.05,20.42,0.22,0.39,8.26,14.63,22.96561403508772,0.1,,14.75421052631579,1.7322388059701492
879,LLM-jp-3-7B,openmath,0.0,1.22,9.1,0.0,14.77,5.9,62.14,11.007734806629834,false,9,1000.0,constant,1.68,1.2,2.5,1.6,1.2,1.3,1.7,1.7,2.2,0.38,0.0,2.35,19.64,0.28,0.25,19.85,28.16,25.195964912280704,0.06,,18.786315789473687,0.983134328358209
880,Qwen2.5-7B,openmath,60.31,34.44,77.03,0.0,62.89,18.92,25.02,28.36342541436464,false,10,1000.0,cosine,3.04,2.9,3.9,3.2,2.0,2.1,3.2,3.2,3.8,2.36,3.89,70.36,6.81,26.12,17.78,5.2,32.58,55.80350877192983,0.05,,43.83859649122808,3.6805970149253735
881,Qwen2.5-7B,openmath,65.76,32.58,74.75,15.24,62.99,17.78,36.02,26.959116022099444,true,10,1000.0,cosine,2.83,2.3,3.2,2.6,1.8,2.7,4.3,2.2,3.5,1.99,21.79,66.49,4.38,25.12,17.56,7.28,37.41,52.84894736842106,0.05,,42.16859649122807,3.948955223880597
